patientId,method,deletion_auc,insertion_auc
22f2d3ec-f7ea-4778-850d-bb111590202f,eigencam,0.7551038378760928,0.9995065217926389
22f2d3ec-f7ea-4778-850d-bb111590202f,layercam,0.6775254309177399,0.9995106969560895
22f2d3ec-f7ea-4778-850d-bb111590202f,scorecam,0.6953175323350089,0.999517818291982
b864ec3f-158d-42f2-a8e3-2f093c9b2345,gradcam,0.5686364741552443,0.9931680304663522
b864ec3f-158d-42f2-a8e3-2f093c9b2345,gradcampp,0.5520225848470416,0.9927835663159689
b864ec3f-158d-42f2-a8e3-2f093c9b2345,eigencam,0.75705182268506,0.9913166733015151
b864ec3f-158d-42f2-a8e3-2f093c9b2345,layercam,0.563492415916352,0.9931535465376717
b864ec3f-158d-42f2-a8e3-2f093c9b2345,scorecam,0.6211008060546148,0.9936586618423462
852156be-0aab-4dc7-95d6-eda950096d0f,gradcam,0.5211779148805709,0.9550213189352126
852156be-0aab-4dc7-95d6-eda950096d0f,gradcampp,0.5211557447910309,0.9639908671379089
852156be-0aab-4dc7-95d6-eda950096d0f,eigencam,0.6487099145139966,0.9331441947392055
852156be-0aab-4dc7-95d6-eda950096d0f,layercam,0.5307182087784722,0.9604412203743344
852156be-0aab-4dc7-95d6-eda950096d0f,scorecam,0.581998504343487,0.9435136005991981
f5fb166f-fbb1-474f-a7ad-1677dc6d60a7,gradcam,0.5248532139119648,0.9903972347577413
f5fb166f-fbb1-474f-a7ad-1677dc6d60a7,gradcampp,0.5497759538037437,0.9902866993631635
f5fb166f-fbb1-474f-a7ad-1677dc6d60a7,eigencam,0.5654355103061313,0.9900559470767066
f5fb166f-fbb1-474f-a7ad-1677dc6d60a7,layercam,0.5630826659145809,0.9902918282009306
f5fb166f-fbb1-474f-a7ad-1677dc6d60a7,scorecam,0.5893612468526477,0.9902462874140058
ec55e4ab-ecdd-4265-a5fa-d84ee0af1e0d,gradcam,0.8312151914551145,0.9968453957920983
ec55e4ab-ecdd-4265-a5fa-d84ee0af1e0d,gradcampp,0.8380359751837594,0.996846582208361
ec55e4ab-ecdd-4265-a5fa-d84ee0af1e0d,eigencam,0.8361989231336684,0.996842310542152
ec55e4ab-ecdd-4265-a5fa-d84ee0af1e0d,layercam,0.8402144738606044,0.9968484725270953
ec55e4ab-ecdd-4265-a5fa-d84ee0af1e0d,scorecam,0.8374877401760646,0.996850277696337
f218fda3-c484-4836-867d-b7ad037bfe4e,gradcam,0.6923298438390096,0.9939621630169097
f218fda3-c484-4836-867d-b7ad037bfe4e,gradcampp,0.701090279079619,0.9944004615147909
f218fda3-c484-4836-867d-b7ad037bfe4e,eigencam,0.8026783154124305,0.9940191507339478
f218fda3-c484-4836-867d-b7ad037bfe4e,layercam,0.7033961897804624,0.9944391250610352
f218fda3-c484-4836-867d-b7ad037bfe4e,scorecam,0.7277693322726658,0.9942191668919155
cdea8561-a7e5-4c37-8814-2e2251d31ee0,gradcam,0.7009352757817223,0.9987810112181164
cdea8561-a7e5-4c37-8814-2e2251d31ee0,gradcampp,0.6958329081535339,0.9985633549236116
cdea8561-a7e5-4c37-8814-2e2251d31ee0,eigencam,0.7662558867817834,0.9988758705911183
cdea8561-a7e5-4c37-8814-2e2251d31ee0,layercam,0.7010901400021144,0.9987291239556813
cdea8561-a7e5-4c37-8814-2e2251d31ee0,scorecam,0.7000699525787717,0.9989374648957026
c21fd129-8438-42d2-9a6c-1284fecb4338,gradcam,0.7683728933334351,0.9981441582952227
c21fd129-8438-42d2-9a6c-1284fecb4338,gradcampp,0.7334153311593192,0.9980567693710327
c21fd129-8438-42d2-9a6c-1284fecb4338,eigencam,0.8063045229230609,0.9971763009116763
c21fd129-8438-42d2-9a6c-1284fecb4338,layercam,0.7374994981856573,0.9980251931008839
c21fd129-8438-42d2-9a6c-1284fecb4338,scorecam,0.7659278540384202,0.9981902724220639
55d5fe58-1dd5-454e-8628-92ef7f2993dc,gradcam,0.782869299252828,0.9996916538193112
55d5fe58-1dd5-454e-8628-92ef7f2993dc,gradcampp,0.7846758933294387,0.9996855372474307
55d5fe58-1dd5-454e-8628-92ef7f2993dc,eigencam,0.8268232487496876,0.9996695234662011
55d5fe58-1dd5-454e-8628-92ef7f2993dc,layercam,0.7824025296029591,0.999687271458762
55d5fe58-1dd5-454e-8628-92ef7f2993dc,scorecam,0.8046846361387343,0.999691713423956
11c4dd33-9f7a-4b01-804e-051ab0d0e3e6,gradcam,0.5095839017913455,0.9982598736172631
11c4dd33-9f7a-4b01-804e-051ab0d0e3e6,gradcampp,0.4752437997431982,0.9982095275606427
11c4dd33-9f7a-4b01-804e-051ab0d0e3e6,eigencam,0.6225969408239637,0.998161256313324
11c4dd33-9f7a-4b01-804e-051ab0d0e3e6,layercam,0.4739190481957935,0.9982737217630658
11c4dd33-9f7a-4b01-804e-051ab0d0e3e6,scorecam,0.5386538278488886,0.9981790099825177
8aa9d5ca-5419-4abc-8819-66a2d37c8c68,gradcam,0.6818129746686845,0.9982382371312096
8aa9d5ca-5419-4abc-8819-66a2d37c8c68,gradcampp,0.6958423682621547,0.9982383733703977
8aa9d5ca-5419-4abc-8819-66a2d37c8c68,eigencam,0.7696009221531096,0.9982303239050365
8aa9d5ca-5419-4abc-8819-66a2d37c8c68,layercam,0.6959921746026903,0.9982396335828871
8aa9d5ca-5419-4abc-8819-66a2d37c8c68,scorecam,0.7140122538521176,0.998234110219138
